Image,actual_shape,predicted_shape,generated_caption,Description
Synagrops_japonicus_Sp9_L (5).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Left otolith. Shape: Oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (6).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Left otolith. Shape: Oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (7).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Left otolith. Shape: Oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (8).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Left otolith. Shape: Oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (9).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Left otolith. Shape: Oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_R (1).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: peaked or irregular."
Synagrops_japonicus_Sp9_R (10).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: Rhomboidal, sinuate to crenate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: peaked or irregular."
Synagrops_japonicus_Sp9_R (11).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: peaked or irregular."
Synagrops_japonicus_Sp9_R (12).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: Rhomboidal, sinuate to crenate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: peaked or irregular."
Synagrops_japonicus_Sp9_R (13).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: Rhomboidal, sinuate to crenate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: peaked or irregular."
Synagrops_japonicus_Sp9_R (14).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: Rhomboidal, sinuate to crenate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: peaked or irregular."
Synagrops_japonicus_Sp9_R (15).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: Rhomboidal, sinuate to crenate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: peaked or irregular."
Synagrops_japonicus_Sp9_R (16).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: Rhomboidal, sinuate to crenate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: peaked or irregular."
Synagrops_japonicus_Sp9_R (17).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: Rhomboidal, sinuate to crenate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: peaked or irregular."
Synagrops_japonicus_Sp9_R (18).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: Rhomboidal, sinuate to crenate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: peaked or irregular."
Synagrops_japonicus_Sp9_R (19).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: Rhomboidal, sinuate to crenate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: peaked or irregular."
Synagrops_japonicus_Sp9_R (2).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: peaked or irregular."
Synagrops_japonicus_Sp9_R (20).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: Rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: peaked or irregular."
Synagrops_japonicus_Sp9_R (21).tif,Oval,Rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: Rhomboidal, sinuate to crenate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.
Class detected:Synagrops japonicus","Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: peaked or irregular."
