Image,actual_shape,predicted_shape,generated_caption,Description
Synagrops_japonicus_Sp9_L (20).tif,oval,rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Left otolith. Shape: oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (21).tif,oval,rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Left otolith. Shape: oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (22).tif,oval,rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Left otolith. Shape: oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (23).tif,oval,rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Left otolith. Shape: oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (24).tif,oval,rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Left otolith. Shape: oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (25).tif,oval,rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Left otolith. Shape: oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (26).tif,oval,rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Left otolith. Shape: oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (3).tif,oval,rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Left otolith. Shape: oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (4).tif,oval,rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Left otolith. Shape: oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (5).tif,oval,rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Left otolith. Shape: oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (6).tif,oval,rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Left otolith. Shape: oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (7).tif,oval,rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Left otolith. Shape: oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (8).tif,oval,rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Left otolith. Shape: oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_L (9).tif,oval,rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Left otolith. Shape: oval, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular."
Synagrops_japonicus_Sp9_R (1).tif,oval,rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Right otolith. Shape: oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: peaked or irregular."
Synagrops_japonicus_Sp9_R (10).tif,oval,rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Right otolith. Shape: oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: peaked or irregular."
Synagrops_japonicus_Sp9_R (11).tif,oval,rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Right otolith. Shape: oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: peaked or irregular."
Synagrops_japonicus_Sp9_R (12).tif,oval,rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Right otolith. Shape: oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: peaked or irregular."
Synagrops_japonicus_Sp9_R (13).tif,oval,rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Right otolith. Shape: oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: peaked or irregular."
Synagrops_japonicus_Sp9_R (14).tif,oval,rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Right otolith. Shape: oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: peaked or irregular."
Synagrops_japonicus_Sp9_R (15).tif,oval,rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: rhomboidal, crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, curled curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: irregular.","Type: Sagittal, Side: Right otolith. Shape: oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum antirostrum poorly developed, no excisura and no notch. Posterior region: peaked or irregular."
