Image,actual_label,predicted_label,generated_caption,Description,anterior_gt_raw,anterior_gen_raw,CER
Pterygotrigla hemisticta_Sp9_R (17).tif,Pterygotrigla hemisticta,Pterygotrigla hemisticta,"Type: Sagittal. Side: Right otolith. Shape: Hour-glass, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum round and antirostrum pointed, excisura moderately wide with moderately deep acute notch. Posterior region: blunt.","Type: Sagittal. Side: Right otolith. Shape: Hour-glass, crenate dorsal and crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian, closed at posterior margin. Ostium: funnel like. Cauda: tubular, straight, ending close to the posterior margin. Anterior region: double-peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch. Posterior region: double-peaked.","double-peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch","double-peaked, rostrum round and antirostrum pointed, excisura moderately wide with moderately deep acute notch",0.19607843137254902
Pterygotrigla hemisticta_Sp9_R (2).tif,Pterygotrigla hemisticta,Pterygotrigla hemisticta,"Type: Sagittal. Side: Right otolith. Shape: Discoidal. sinuate dorsal and sinuate ventral margins. Sulcus acusticus: Not visible (outer surface view presented), Growth rings (annuli) visible. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch. Posterior region: blunt.","Type: Sagittal. Side: Right otolith. Shape: Discoidal, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: Not visible (outer surface view presented), Growth rings (annuli) visible. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with shallow acute notch. Posterior region:  round.","double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with shallow acute notch","double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch",0.06666666666666667
Pterygotrigla hemisticta_Sp9_R (3).tif,Pterygotrigla hemisticta,Pterygotrigla hemisticta,"Type: Sagittal. Side: Right otolith. Shape: Discoidal. sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: Not visible (outer surface view presented), Growth rings (annuli) visible. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch. Posterior region: blunt.","Type: Sagittal. Side: Right otolith. Shape: Discoidal, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: Not visible (outer surface view presented), Growth rings (annuli) visible. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with shallow acute notch. Posterior region:  round.","double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with shallow acute notch","double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch",0.06666666666666667
Pterygotrigla hemisticta_Sp9_R (4).tif,Pterygotrigla hemisticta,Pterygotrigla hemisticta,"Type: Sagittal. Side: Right otolith. Shape: Discoidal. sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: Not visible (outer surface view presented), Growth rings (annuli) visible. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep wide notch. Posterior region: blunt.","Type: Sagittal. Side: Right otolith. Shape: Discoidal, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: Not visible (outer surface view presented), Growth rings (annuli) visible. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with shallow acute notch. Posterior region:  round.","double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with shallow acute notch","double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep wide notch",0.10476190476190476
Pterygotrigla hemisticta_Sp9_R (5).tif,Pterygotrigla hemisticta,Pterygotrigla hemisticta,"Type: Sagittal. Side: Right otolith. Shape: Hour-glass, entire to sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: round.","Type: Sagittal. Side: Right otolith. Shape: Hour-glass, crenate dorsal and crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian, closed at posterior margin. Ostium: funnel like. Cauda: tubular, straight, ending close to the posterior margin. Anterior region: double-peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch. Posterior region: double-peaked.","double-peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch","double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch",0.3431372549019608
Pterygotrigla hemisticta_Sp9_R (6).tif,Pterygotrigla hemisticta,Pterygotrigla hemisticta,"Type: Sagittal. Side: Right otolith. Shape: Hour-glass, entire to sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian, closed at posterior margin. Ostium: funnel-like. Cauda: tubular, straight, ending close to the posterior margin. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch. Posterior region: double-peaked.","Type: Sagittal. Side: Right otolith. Shape: Hour-glass, crenate dorsal and crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian, closed at posterior margin. Ostium: funnel like. Cauda: tubular, straight, ending close to the posterior margin. Anterior region: double-peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch. Posterior region: double-peaked.","double-peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch","double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch",0.00980392156862745
Pterygotrigla hemisticta_Sp9_R (7).tif,Pterygotrigla hemisticta,Pterygotrigla hemisticta,"Type: Sagittal. Side: Right otolith. Shape: Hour-glass, entire to sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian, closed at posterior margin. Ostium: funnel-like. Cauda: tubular, straight, ending close to the posterior margin. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch. Posterior region: double-peaked.","Type: Sagittal. Side: Right otolith. Shape: Hour-glass, crenate dorsal and crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian, closed at posterior margin. Ostium: funnel like. Cauda: tubular, straight, ending close to the posterior margin. Anterior region: double-peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch. Posterior region: double-peaked.","double-peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch","double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch",0.00980392156862745
Pterygotrigla hemisticta_Sp9_R (8).tif,Pterygotrigla hemisticta,Pterygotrigla hemisticta,"Type: Sagittal. Side: Right otolith. Shape: Hour-glass, entire to sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum round and antirostrum pointed, excisura moderately wide with moderately wide acute notch. Posterior region: double-peaked.","Type: Sagittal. Side: Right otolith. Shape: Hour-glass, crenate dorsal and crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian, closed at posterior margin. Ostium: funnel like. Cauda: tubular, straight, ending close to the posterior margin. Anterior region: double-peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch. Posterior region: double-peaked.","double-peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch","double-peaked, rostrum round and antirostrum pointed, excisura moderately wide with moderately wide acute notch",0.20588235294117646
Pterygotrigla hemisticta_Sp9_R (9).tif,Pterygotrigla hemisticta,Pterygotrigla hemisticta,"Type: Sagittal. Side: Right otolith. Shape: Hour-glass, entire to sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian, closed at posterior margin. Ostium: funnel-like. Cauda: tubular, straight, ending close to the posterior margin. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch. Posterior region: double-peaked.","Type: Sagittal. Side: Right otolith. Shape: Hour-glass, crenate dorsal and crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian, closed at posterior margin. Ostium: funnel like. Cauda: tubular, straight, ending close to the posterior margin. Anterior region: double-peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch. Posterior region: double-peaked.","double-peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch","double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with deep acute notch",0.00980392156862745
AJ17R 1.6X.tif,Pterygotrigla macrorhynchus,Minous inermis,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum peaked and antirostrum peaked, excisura moderately narrow with wide notch. Posterior region: blunt to double-peaked.","Type: Sagittal. Side: Right otolith. Shape: pentagonal, entire to sinuate dorsal and crenate to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked,rostrum angled and antirostrum angled excisura narrow with acute shallow notch. Posterior region:flattened.","double-peaked,rostrum angled and antirostrum angled excisura narrow with acute shallow notch","double-peaked, rostrum peaked and antirostrum peaked, excisura moderately narrow with wide notch",0.358695652173913
AJ26L 1.6X.tif,Pterygotrigla macrorhynchus,Satyrichthys laticeps,"Type: Sagittal. Side: Right otolith. Shape: oval, entire dorsal and entire to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: round, rostrum and antirostrum poorly defined. Posterior region: double-peaked.","Type: Sagittal. Side: Left otolith. Shape: pentagonal, entire to sinuate dorsal and crenate to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked,rostrum angled and antirostrum angled excisura narrow with acute shallow notch. Posterior region:double-peaked.","double-peaked,rostrum angled and antirostrum angled excisura narrow with acute shallow notch","round, rostrum and antirostrum poorly defined",0.6630434782608695
AJ28.tif,Pterygotrigla macrorhynchus,Pterygotrigla macrorhynchus,"Type: Sagittal. Side: Right otolith. Shape: Hour-glass to rhomboidal, entire dorsal and entire to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum angled antirostrum angled, excisura moderately wide with moderately wide acute notch. Posterior region:  double-peaked.","Type: Sagittal. Side: Right otolith. Shape: pentagonal, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked,rostrum peaked and antirostrum angled, excisura moderately wide with acute shallow notch. Posterior region:round to angled.","double-peaked,rostrum peaked and antirostrum angled, excisura moderately wide with acute shallow notch","double-peaked, rostrum angled antirostrum angled, excisura moderately wide with moderately wide acute notch",0.2549019607843137
AJ29R 1.6X.tif,Pterygotrigla macrorhynchus,Pterygotrigla macrorhynchus,"Type: Sagittal. Side: Right otolith. Shape: Hour-glass, entire dorsal and entire to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum angled antirostrum angled, excisura moderately wide with moderately wide acute notch. Posterior region:  double-peaked.","Type: Sagittal. Side: Left otolith. Shape: discoidal to hour-glass, entire to sinuate dorsal and entire to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked,rostrum angled and antirostrum angled, excisura wide with acute shallow notch. Posterior region:double-peaked","double-peaked,rostrum angled and antirostrum angled, excisura wide with acute shallow notch","double-peaked, rostrum angled antirostrum angled, excisura moderately wide with moderately wide acute notch",0.3626373626373626
